"X"	"Y"	"queClase"	"clases"
4.41	1	26	"(3.75,4.5]"
-6.69	0	12	"(-6.75,-6]"
10.6	1	35	"(10.5,11.2]"
-10.7	0	6	"(-11.2,-10.5]"
12.8	1	38	"(12.8,13.5]"
-11.6	0	5	"(-12,-11.2]"
-13.1	0	3	"(-13.5,-12.8]"
12.1	1	37	"(12,12.8]"
4.15	1	26	"(3.75,4.5]"
-0.94	0	19	"(-1.5,-0.75]"
-4.86	0	14	"(-5.25,-4.5]"
9.11	1	33	"(9,9.75]"
11.6	1	36	"(11.2,12]"
-11.7	0	5	"(-12,-11.2]"
-3.96	0	15	"(-4.5,-3.75]"
5.75	1	28	"(5.25,6]"
-0.74	1	20	"(-0.75,0]"
14.2	1	39	"(13.5,14.2]"
-13.3	0	3	"(-13.5,-12.8]"
13.6	1	39	"(13.5,14.2]"
-3.58	1	16	"(-3.75,-3]"
12.7	1	37	"(12,12.8]"
-6.17	0	12	"(-6.75,-6]"
-0.912	0	19	"(-1.5,-0.75]"
-11.2	0	6	"(-11.2,-10.5]"
6.86	1	30	"(6.75,7.5]"
-6.47	0	12	"(-6.75,-6]"
4.7	1	27	"(4.5,5.25]"
-9.92	0	7	"(-10.5,-9.75]"
2.71	0	24	"(2.25,3]"
13.3	1	38	"(12.8,13.5]"
11.5	1	36	"(11.2,12]"
-4.1	1	15	"(-4.5,-3.75]"
5.85	1	28	"(5.25,6]"
-6.26	0	12	"(-6.75,-6]"
10.1	1	34	"(9.75,10.5]"
-7.4	0	11	"(-7.5,-6.75]"
-1.9	1	18	"(-2.25,-1.5]"
-7.92	0	10	"(-8.25,-7.5]"
-10.3	0	7	"(-10.5,-9.75]"
7.34	1	30	"(6.75,7.5]"
2.64	0	24	"(2.25,3]"
-3.5	1	16	"(-3.75,-3]"
-7.2	0	11	"(-7.5,-6.75]"
-0.582	0	20	"(-0.75,0]"
-1.92	1	18	"(-2.25,-1.5]"
-13.6	0	2	"(-14.2,-13.5]"
-6.63	0	12	"(-6.75,-6]"
4.82	0	27	"(4.5,5.25]"
-9.88	0	7	"(-10.5,-9.75]"
-6.42	0	12	"(-6.75,-6]"
-2.28	0	17	"(-3,-2.25]"
-5.16	0	14	"(-5.25,-4.5]"
-4.54	0	14	"(-5.25,-4.5]"
1.3	0	22	"(0.75,1.5]"
2.5	0	24	"(2.25,3]"
3.79	1	26	"(3.75,4.5]"
-10.4	0	7	"(-10.5,-9.75]"
-0.369	1	20	"(-0.75,0]"
-9.82	0	7	"(-10.5,-9.75]"
-4.93	0	14	"(-5.25,-4.5]"
7.89	1	31	"(7.5,8.25]"
5.12	1	27	"(4.5,5.25]"
-9.63	0	8	"(-9.75,-9]"
11.1	1	35	"(10.5,11.2]"
-11.4	0	5	"(-12,-11.2]"
-12.8	0	3	"(-13.5,-12.8]"
1.64	0	23	"(1.5,2.25]"
5.51	1	28	"(5.25,6]"
-8.43	0	9	"(-9,-8.25]"
-6.56	0	12	"(-6.75,-6]"
11.9	1	36	"(11.2,12]"
-13.9	0	2	"(-14.2,-13.5]"
6.76	1	30	"(6.75,7.5]"
-4.24	1	15	"(-4.5,-3.75]"
-5.04	0	14	"(-5.25,-4.5]"
-2.69	0	17	"(-3,-2.25]"
14.4	1	40	"(14.2,15]"
-12.9	0	3	"(-13.5,-12.8]"
6.41	0	29	"(6,6.75]"
3.94	1	26	"(3.75,4.5]"
3.35	1	25	"(3,3.75]"
1.74	0	23	"(1.5,2.25]"
-4.7	0	14	"(-5.25,-4.5]"
-3.84	0	15	"(-4.5,-3.75]"
6.46	1	29	"(6,6.75]"
-12.7	0	4	"(-12.8,-12]"
-6.07	0	12	"(-6.75,-6]"
7.46	1	30	"(6.75,7.5]"
10.7	1	35	"(10.5,11.2]"
9.49	1	33	"(9,9.75]"
-6.87	0	11	"(-7.5,-6.75]"
-9.14	0	8	"(-9.75,-9]"
7.86	1	31	"(7.5,8.25]"
12.9	1	38	"(12.8,13.5]"
-8.68	0	9	"(-9,-8.25]"
-9.94	0	7	"(-10.5,-9.75]"
-5	1	14	"(-5.25,-4.5]"
-9.89	0	7	"(-10.5,-9.75]"
-4.27	0	15	"(-4.5,-3.75]"
-0.333	1	20	"(-0.75,0]"
-4.33	0	15	"(-4.5,-3.75]"
14	1	39	"(13.5,14.2]"
-10.2	0	7	"(-10.5,-9.75]"
2.62	0	24	"(2.25,3]"
11.3	1	36	"(11.2,12]"
12.2	1	37	"(12,12.8]"
3.38	1	25	"(3,3.75]"
-9.97	0	7	"(-10.5,-9.75]"
-14.4	0	1	"[-15,-14.2]"
-2.53	1	17	"(-3,-2.25]"
-3.13	0	16	"(-3.75,-3]"
7.49	1	30	"(6.75,7.5]"
-0.75	1	19	"(-1.5,-0.75]"
10.6	1	35	"(10.5,11.2]"
-1.5	1	19	"(-2.25,-1.5]"
-8.55	0	9	"(-9,-8.25]"
13.7	1	39	"(13.5,14.2]"
13.4	1	38	"(12.8,13.5]"
-11.8	0	5	"(-12,-11.2]"
-14	0	2	"(-14.2,-13.5]"
4.57	1	27	"(4.5,5.25]"
9.58	1	33	"(9,9.75]"
-2.13	1	18	"(-2.25,-1.5]"
-8.13	0	10	"(-8.25,-7.5]"
2.71	0	24	"(2.25,3]"
-11.9	0	5	"(-12,-11.2]"
-9.18	0	8	"(-9.75,-9]"
7.74	1	31	"(7.5,8.25]"
-3.53	0	16	"(-3.75,-3]"
2.2	1	23	"(1.5,2.25]"
8.99	1	32	"(8.25,9]"
4.4	1	26	"(3.75,4.5]"
10.9	1	35	"(10.5,11.2]"
6.58	1	29	"(6,6.75]"
12.7	1	37	"(12,12.8]"
4.79	1	27	"(4.5,5.25]"
-3.84	0	15	"(-4.5,-3.75]"
-2.39	1	17	"(-3,-2.25]"
6.88	1	30	"(6.75,7.5]"
1.42	1	22	"(0.75,1.5]"
9.11	1	33	"(9,9.75]"
-12.8	0	3	"(-13.5,-12.8]"
0.4	1	21	"(0,0.75]"
2.65	1	24	"(2.25,3]"
-4.67	1	14	"(-5.25,-4.5]"
4.45	1	26	"(3.75,4.5]"
-13.6	0	2	"(-14.2,-13.5]"
-12	0	4	"(-12.8,-12]"
-9.84	0	7	"(-10.5,-9.75]"
-4.96	1	14	"(-5.25,-4.5]"
-14.7	0	1	"[-15,-14.2]"
1.26	1	22	"(0.75,1.5]"
-12	0	5	"(-12.8,-12]"
13.4	1	38	"(12.8,13.5]"
5.1	1	27	"(4.5,5.25]"
-11.4	0	5	"(-12,-11.2]"
0.414	1	21	"(0,0.75]"
14.6	1	40	"(14.2,15]"
-0.755	1	19	"(-1.5,-0.75]"
-4.26	1	15	"(-4.5,-3.75]"
-2.21	0	18	"(-2.25,-1.5]"
-6.47	0	12	"(-6.75,-6]"
11.7	1	36	"(11.2,12]"
-10.5	0	6	"(-11.2,-10.5]"
-10.5	0	7	"(-11.2,-10.5]"
2.89	0	24	"(2.25,3]"
-14.1	0	2	"(-14.2,-13.5]"
7.97	1	31	"(7.5,8.25]"
-10.5	0	7	"(-11.2,-10.5]"
7.92	1	31	"(7.5,8.25]"
2.64	0	24	"(2.25,3]"
-9.53	0	8	"(-9.75,-9]"
-10.5	0	6	"(-11.2,-10.5]"
1.1	1	22	"(0.75,1.5]"
10.8	1	35	"(10.5,11.2]"
3.14	0	25	"(3,3.75]"
-3.93	1	15	"(-4.5,-3.75]"
-9.97	0	7	"(-10.5,-9.75]"
14.7	1	40	"(14.2,15]"
-11.8	0	5	"(-12,-11.2]"
0.124	0	21	"(0,0.75]"
-2.4	0	17	"(-3,-2.25]"
0.396	0	21	"(0,0.75]"
7.67	1	31	"(7.5,8.25]"
10.6	1	35	"(10.5,11.2]"
2.24	1	23	"(1.5,2.25]"
7.91	1	31	"(7.5,8.25]"
-4.59	0	14	"(-5.25,-4.5]"
7.09	1	30	"(6.75,7.5]"
-12.4	0	4	"(-12.8,-12]"
-8.08	0	10	"(-8.25,-7.5]"
3.47	0	25	"(3,3.75]"
-7.5	0	11	"(-8.25,-7.5]"
-11.6	0	5	"(-12,-11.2]"
2.07	0	23	"(1.5,2.25]"
-4.72	0	14	"(-5.25,-4.5]"
8.99	1	32	"(8.25,9]"
8.46	1	32	"(8.25,9]"
-6.81	0	11	"(-7.5,-6.75]"
-10.2	0	7	"(-10.5,-9.75]"
10.5	1	35	"(9.75,10.5]"
2.15	1	23	"(1.5,2.25]"
-12.9	0	3	"(-13.5,-12.8]"
-5.76	0	13	"(-6,-5.25]"
-3.23	0	16	"(-3.75,-3]"
-11.2	0	6	"(-11.2,-10.5]"
-6.35	0	12	"(-6.75,-6]"
-12.8	0	3	"(-13.5,-12.8]"
9.18	1	33	"(9,9.75]"
-11.9	0	5	"(-12,-11.2]"
11.2	1	35	"(10.5,11.2]"
-4.76	0	14	"(-5.25,-4.5]"
-13.3	0	3	"(-13.5,-12.8]"
-4.95	0	14	"(-5.25,-4.5]"
-3.33	1	16	"(-3.75,-3]"
-4.45	0	15	"(-4.5,-3.75]"
1.51	1	23	"(1.5,2.25]"
4.89	1	27	"(4.5,5.25]"
-4.82	0	14	"(-5.25,-4.5]"
-15	0	1	"[-15,-14.2]"
8.03	1	31	"(7.5,8.25]"
-12.6	0	4	"(-12.8,-12]"
14.8	1	40	"(14.2,15]"
-13.8	0	2	"(-14.2,-13.5]"
13.2	1	38	"(12.8,13.5]"
-3.9	1	15	"(-4.5,-3.75]"
14.6	1	40	"(14.2,15]"
13.7	1	39	"(13.5,14.2]"
-14	0	2	"(-14.2,-13.5]"
-8.17	0	10	"(-8.25,-7.5]"
-2.15	0	18	"(-2.25,-1.5]"
1.85	1	23	"(1.5,2.25]"
1.7	0	23	"(1.5,2.25]"
7.45	1	30	"(6.75,7.5]"
13.6	1	39	"(13.5,14.2]"
12.5	1	37	"(12,12.8]"
-13	0	3	"(-13.5,-12.8]"
7.8	1	31	"(7.5,8.25]"
-14	0	2	"(-14.2,-13.5]"
14.1	1	39	"(13.5,14.2]"
-5.88	0	13	"(-6,-5.25]"
-3.46	0	16	"(-3.75,-3]"
-6.59	0	12	"(-6.75,-6]"
-13.2	0	3	"(-13.5,-12.8]"
0.318	1	21	"(0,0.75]"
8.12	1	31	"(7.5,8.25]"
2.81	1	24	"(2.25,3]"
13.8	1	39	"(13.5,14.2]"
-2.67	0	17	"(-3,-2.25]"
-13.6	0	2	"(-14.2,-13.5]"
5.16	0	27	"(4.5,5.25]"
-10.7	0	6	"(-11.2,-10.5]"
-4.5	1	15	"(-5.25,-4.5]"
11	1	35	"(10.5,11.2]"
13.9	1	39	"(13.5,14.2]"
-14.3	0	1	"[-15,-14.2]"
3.93	0	26	"(3.75,4.5]"
3.48	0	25	"(3,3.75]"
6.92	1	30	"(6.75,7.5]"
2.84	0	24	"(2.25,3]"
-1.15	0	19	"(-1.5,-0.75]"
12.6	1	37	"(12,12.8]"
-7.16	0	11	"(-7.5,-6.75]"
14.1	1	39	"(13.5,14.2]"
4.12	1	26	"(3.75,4.5]"
-2.03	1	18	"(-2.25,-1.5]"
10	1	34	"(9.75,10.5]"
-5.29	0	13	"(-6,-5.25]"
-13.6	0	2	"(-14.2,-13.5]"
-14.1	0	2	"(-14.2,-13.5]"
-1.11	0	19	"(-1.5,-0.75]"
1.21	1	22	"(0.75,1.5]"
2.45	0	24	"(2.25,3]"
12.9	1	38	"(12.8,13.5]"
-0.971	1	19	"(-1.5,-0.75]"
10.5	1	34	"(9.75,10.5]"
2.71	0	24	"(2.25,3]"
2.71	0	24	"(2.25,3]"
5.65	1	28	"(5.25,6]"
-3.04	0	16	"(-3.75,-3]"
-9.74	0	8	"(-9.75,-9]"
-13.6	0	2	"(-14.2,-13.5]"
-9.6	0	8	"(-9.75,-9]"
-13.5	0	2	"(-14.2,-13.5]"
8.85	1	32	"(8.25,9]"
7.16	1	30	"(6.75,7.5]"
6.71	1	29	"(6,6.75]"
9.86	1	34	"(9.75,10.5]"
1.65	0	23	"(1.5,2.25]"
-10.1	0	7	"(-10.5,-9.75]"
-7.15	0	11	"(-7.5,-6.75]"
-4.5	0	15	"(-5.25,-4.5]"
-0.644	1	20	"(-0.75,0]"
0.114	0	21	"(0,0.75]"
-6.97	0	11	"(-7.5,-6.75]"
0.205	0	21	"(0,0.75]"
5.01	0	27	"(4.5,5.25]"
3.99	1	26	"(3.75,4.5]"
14.4	1	40	"(14.2,15]"
6.93	1	30	"(6.75,7.5]"
-14.9	0	1	"[-15,-14.2]"
3.83	0	26	"(3.75,4.5]"
2.96	0	24	"(2.25,3]"
-2.82	1	17	"(-3,-2.25]"
-0.535	0	20	"(-0.75,0]"
-11.5	0	5	"(-12,-11.2]"
1.16	1	22	"(0.75,1.5]"
14	1	39	"(13.5,14.2]"
1.98	0	23	"(1.5,2.25]"
-3.06	0	16	"(-3.75,-3]"
-12.6	0	4	"(-12.8,-12]"
11.2	1	35	"(10.5,11.2]"
-9.48	0	8	"(-9.75,-9]"
12.3	1	37	"(12,12.8]"
-1.17	1	19	"(-1.5,-0.75]"
-8.82	0	9	"(-9,-8.25]"
1.69	0	23	"(1.5,2.25]"
5.71	1	28	"(5.25,6]"
0.753	1	22	"(0.75,1.5]"
13.9	1	39	"(13.5,14.2]"
0.657	1	21	"(0,0.75]"
-6.09	0	12	"(-6.75,-6]"
-14.4	0	1	"[-15,-14.2]"
-8.69	0	9	"(-9,-8.25]"
-5.81	0	13	"(-6,-5.25]"
12.7	1	37	"(12,12.8]"
-11.2	0	6	"(-11.2,-10.5]"
-13.6	0	2	"(-14.2,-13.5]"
2.39	0	24	"(2.25,3]"
4.26	1	26	"(3.75,4.5]"
-14.9	0	1	"[-15,-14.2]"
0.465	0	21	"(0,0.75]"
-1.9	0	18	"(-2.25,-1.5]"
-4.91	1	14	"(-5.25,-4.5]"
-1.49	1	19	"(-1.5,-0.75]"
12.6	1	37	"(12,12.8]"
-3.86	0	15	"(-4.5,-3.75]"
-14.3	0	1	"[-15,-14.2]"
14.2	1	39	"(13.5,14.2]"
-0.92	1	19	"(-1.5,-0.75]"
-11.5	0	5	"(-12,-11.2]"
-3.82	0	15	"(-4.5,-3.75]"
-4.48	0	15	"(-4.5,-3.75]"
-3.06	0	16	"(-3.75,-3]"
-2.13	1	18	"(-2.25,-1.5]"
3.03	1	25	"(3,3.75]"
2.62	1	24	"(2.25,3]"
4.16	1	26	"(3.75,4.5]"
10.8	1	35	"(10.5,11.2]"
0.576	0	21	"(0,0.75]"
-4.31	1	15	"(-4.5,-3.75]"
8.92	1	32	"(8.25,9]"
1.97	1	23	"(1.5,2.25]"
0.526	1	21	"(0,0.75]"
-0.443	1	20	"(-0.75,0]"
1.08	1	22	"(0.75,1.5]"
-11.6	0	5	"(-12,-11.2]"
7.5	1	30	"(6.75,7.5]"
2.6	0	24	"(2.25,3]"
3.57	0	25	"(3,3.75]"
11.7	1	36	"(11.2,12]"
-10.4	0	7	"(-10.5,-9.75]"
-1.05	1	19	"(-1.5,-0.75]"
-13.3	0	3	"(-13.5,-12.8]"
0.629	1	21	"(0,0.75]"
3.16	1	25	"(3,3.75]"
-6.7	0	12	"(-6.75,-6]"
2.18	0	23	"(1.5,2.25]"
5.81	1	28	"(5.25,6]"
-1.41	1	19	"(-1.5,-0.75]"
-6.24	0	12	"(-6.75,-6]"
-5.01	0	14	"(-5.25,-4.5]"
14.2	1	39	"(13.5,14.2]"
-10.5	0	6	"(-11.2,-10.5]"
-14.7	0	1	"[-15,-14.2]"
-2.98	1	17	"(-3,-2.25]"
10.1	1	34	"(9.75,10.5]"
-14.7	0	1	"[-15,-14.2]"
10.7	1	35	"(10.5,11.2]"
1.64	1	23	"(1.5,2.25]"
9.61	1	33	"(9,9.75]"
13.6	1	39	"(13.5,14.2]"
1.48	1	22	"(0.75,1.5]"
6.8	1	30	"(6.75,7.5]"
10.3	1	34	"(9.75,10.5]"
13.8	1	39	"(13.5,14.2]"
-14.2	0	2	"(-14.2,-13.5]"
9.8	1	34	"(9.75,10.5]"
8.21	1	31	"(7.5,8.25]"
-9.06	0	8	"(-9.75,-9]"
-4.43	0	15	"(-4.5,-3.75]"
13.8	1	39	"(13.5,14.2]"
4.5	1	27	"(3.75,4.5]"
12.2	1	37	"(12,12.8]"
3.68	1	25	"(3,3.75]"
0.868	1	22	"(0.75,1.5]"
1.41	1	22	"(0.75,1.5]"
12.7	1	37	"(12,12.8]"
-13.8	0	2	"(-14.2,-13.5]"
-9.39	0	8	"(-9.75,-9]"
-12.4	0	4	"(-12.8,-12]"
-11.6	0	5	"(-12,-11.2]"
-10.8	0	6	"(-11.2,-10.5]"
-13.9	0	2	"(-14.2,-13.5]"
-8.07	0	10	"(-8.25,-7.5]"
-4.45	0	15	"(-4.5,-3.75]"
-9.86	0	7	"(-10.5,-9.75]"
-11.1	0	6	"(-11.2,-10.5]"
-8.82	0	9	"(-9,-8.25]"
-12.6	0	4	"(-12.8,-12]"
5.08	1	27	"(4.5,5.25]"
-13.5	0	2	"(-14.2,-13.5]"
5.94	1	28	"(5.25,6]"
13.9	1	39	"(13.5,14.2]"
10.4	1	34	"(9.75,10.5]"
9.81	1	34	"(9.75,10.5]"
-14.6	0	1	"[-15,-14.2]"
-9.44	0	8	"(-9.75,-9]"
13.1	1	38	"(12.8,13.5]"
-4.97	0	14	"(-5.25,-4.5]"
5.03	1	27	"(4.5,5.25]"
11.3	1	36	"(11.2,12]"
-9.87	0	7	"(-10.5,-9.75]"
-14.4	0	1	"[-15,-14.2]"
-7.55	0	10	"(-8.25,-7.5]"
1.95	0	23	"(1.5,2.25]"
9.49	1	33	"(9,9.75]"
-13.5	0	2	"(-14.2,-13.5]"
-2.92	0	17	"(-3,-2.25]"
4.69	0	27	"(4.5,5.25]"
10.8	1	35	"(10.5,11.2]"
3.53	0	25	"(3,3.75]"
4.6	1	27	"(4.5,5.25]"
-14.6	0	1	"[-15,-14.2]"
-10.9	0	6	"(-11.2,-10.5]"
-5.9	0	13	"(-6,-5.25]"
-3.48	0	16	"(-3.75,-3]"
3.5	1	25	"(3,3.75]"
-14.2	0	2	"(-14.2,-13.5]"
-11.2	0	6	"(-11.2,-10.5]"
-11.9	0	5	"(-12,-11.2]"
-12.6	0	4	"(-12.8,-12]"
0.904	1	22	"(0.75,1.5]"
-0.178	1	20	"(-0.75,0]"
11.7	1	36	"(11.2,12]"
-1.92	1	18	"(-2.25,-1.5]"
-5.15	0	14	"(-5.25,-4.5]"
3.59	1	25	"(3,3.75]"
-3.77	0	15	"(-4.5,-3.75]"
6.87	1	30	"(6.75,7.5]"
-11.2	0	6	"(-11.2,-10.5]"
8.28	1	32	"(8.25,9]"
3.52	0	25	"(3,3.75]"
-1.97	1	18	"(-2.25,-1.5]"
12.6	1	37	"(12,12.8]"
7.88	1	31	"(7.5,8.25]"
7.82	1	31	"(7.5,8.25]"
-2.65	0	17	"(-3,-2.25]"
10.8	1	35	"(10.5,11.2]"
11.6	1	36	"(11.2,12]"
13.8	1	39	"(13.5,14.2]"
6.23	1	29	"(6,6.75]"
-1.17	1	19	"(-1.5,-0.75]"
-14.8	0	1	"[-15,-14.2]"
-8.62	0	9	"(-9,-8.25]"
13.5	1	39	"(12.8,13.5]"
-7.59	0	10	"(-8.25,-7.5]"
9.45	1	33	"(9,9.75]"
12.6	1	37	"(12,12.8]"
-4.34	0	15	"(-4.5,-3.75]"
-0.625	1	20	"(-0.75,0]"
7.34	1	30	"(6.75,7.5]"
-4.37	1	15	"(-4.5,-3.75]"
-3.3	1	16	"(-3.75,-3]"
-1.3	1	19	"(-1.5,-0.75]"
12.7	1	37	"(12,12.8]"
-13.8	0	2	"(-14.2,-13.5]"
-13.8	0	2	"(-14.2,-13.5]"
-12.8	0	3	"(-13.5,-12.8]"
-8.13	0	10	"(-8.25,-7.5]"
7.26	1	30	"(6.75,7.5]"
-6.99	0	11	"(-7.5,-6.75]"
-9.43	0	8	"(-9.75,-9]"
11	1	35	"(10.5,11.2]"
-1.66	1	18	"(-2.25,-1.5]"
0.283	1	21	"(0,0.75]"
-0.0659	1	20	"(-0.75,0]"
3.29	0	25	"(3,3.75]"
-12.3	0	4	"(-12.8,-12]"
-3.15	1	16	"(-3.75,-3]"
14.1	1	39	"(13.5,14.2]"
-14.7	0	1	"[-15,-14.2]"
-8.46	0	9	"(-9,-8.25]"
3.66	1	25	"(3,3.75]"
8.66	1	32	"(8.25,9]"
-4.03	0	15	"(-4.5,-3.75]"
10	1	34	"(9.75,10.5]"
4.43	0	26	"(3.75,4.5]"
-13.6	0	2	"(-14.2,-13.5]"
-2.13	0	18	"(-2.25,-1.5]"
9.64	1	33	"(9,9.75]"
9.38	1	33	"(9,9.75]"
9.74	1	33	"(9,9.75]"
9.47	1	33	"(9,9.75]"
5.04	1	27	"(4.5,5.25]"
7.43	1	30	"(6.75,7.5]"
8.58	1	32	"(8.25,9]"
3.43	0	25	"(3,3.75]"
-13.1	0	3	"(-13.5,-12.8]"
3.31	1	25	"(3,3.75]"
-5.9	0	13	"(-6,-5.25]"
-10.4	0	7	"(-10.5,-9.75]"
-2.91	0	17	"(-3,-2.25]"
2.19	0	23	"(1.5,2.25]"
-1.55	0	18	"(-2.25,-1.5]"
-1.76	0	18	"(-2.25,-1.5]"
3.42	1	25	"(3,3.75]"
-3.6	0	16	"(-3.75,-3]"
3.54	0	25	"(3,3.75]"
-9.75	0	7	"(-10.5,-9.75]"
15	1	40	"(14.2,15]"
4.22	1	26	"(3.75,4.5]"
14.8	1	40	"(14.2,15]"
9.02	1	33	"(9,9.75]"
-3.73	1	16	"(-3.75,-3]"
-12.6	0	4	"(-12.8,-12]"
-0.0707	0	20	"(-0.75,0]"
-0.522	1	20	"(-0.75,0]"
11.9	1	36	"(11.2,12]"
2.36	1	24	"(2.25,3]"
9.52	1	33	"(9,9.75]"
14.2	1	39	"(13.5,14.2]"
-10	0	7	"(-10.5,-9.75]"
-7.28	0	11	"(-7.5,-6.75]"
-10.7	0	6	"(-11.2,-10.5]"
-10.9	0	6	"(-11.2,-10.5]"
3.6	1	25	"(3,3.75]"
9.51	1	33	"(9,9.75]"
12.1	1	37	"(12,12.8]"
-14.8	0	1	"[-15,-14.2]"
3.4	0	25	"(3,3.75]"
-7.14	0	11	"(-7.5,-6.75]"
14.1	1	39	"(13.5,14.2]"
-3.37	1	16	"(-3.75,-3]"
0.661	0	21	"(0,0.75]"
-2.14	1	18	"(-2.25,-1.5]"
-11.5	0	5	"(-12,-11.2]"
3.84	1	26	"(3.75,4.5]"
13.4	1	38	"(12.8,13.5]"
-10.3	0	7	"(-10.5,-9.75]"
-6.8	0	11	"(-7.5,-6.75]"
9.33	1	33	"(9,9.75]"
-1.98	0	18	"(-2.25,-1.5]"
-9.18	0	8	"(-9.75,-9]"
-0.216	1	20	"(-0.75,0]"
13.3	1	38	"(12.8,13.5]"
-0.129	1	20	"(-0.75,0]"
-10.4	0	7	"(-10.5,-9.75]"
-11.9	0	5	"(-12,-11.2]"
-2.62	0	17	"(-3,-2.25]"
-2.65	1	17	"(-3,-2.25]"
2.44	0	24	"(2.25,3]"
-0.625	1	20	"(-0.75,0]"
13.5	1	38	"(12.8,13.5]"
-2.17	0	18	"(-2.25,-1.5]"
-0.679	1	20	"(-0.75,0]"
10.9	1	35	"(10.5,11.2]"
1.43	0	22	"(0.75,1.5]"
13.3	1	38	"(12.8,13.5]"
-9.33	0	8	"(-9.75,-9]"
7.33	1	30	"(6.75,7.5]"
-11.2	0	6	"(-11.2,-10.5]"
9.88	1	34	"(9.75,10.5]"
-7.83	0	10	"(-8.25,-7.5]"
6.66	1	29	"(6,6.75]"
12.9	1	38	"(12.8,13.5]"
14.8	1	40	"(14.2,15]"
7.69	1	31	"(7.5,8.25]"
7.6	1	31	"(7.5,8.25]"
7.2	1	30	"(6.75,7.5]"
-5.88	1	13	"(-6,-5.25]"
-9.78	0	7	"(-10.5,-9.75]"
-14.4	0	1	"[-15,-14.2]"
-14.2	0	2	"(-14.2,-13.5]"
7.47	1	30	"(6.75,7.5]"
12.1	1	37	"(12,12.8]"
14.9	1	40	"(14.2,15]"
3.26	0	25	"(3,3.75]"
-10.6	0	6	"(-11.2,-10.5]"
11.5	1	36	"(11.2,12]"
-8.27	0	9	"(-9,-8.25]"
-12.7	0	4	"(-12.8,-12]"
-11	0	6	"(-11.2,-10.5]"
8.14	1	31	"(7.5,8.25]"
12.1	1	37	"(12,12.8]"
3.45	0	25	"(3,3.75]"
8.72	1	32	"(8.25,9]"
-10.3	0	7	"(-10.5,-9.75]"
-0.0451	1	20	"(-0.75,0]"
-2.84	1	17	"(-3,-2.25]"
-1.44	1	19	"(-1.5,-0.75]"
-0.972	1	19	"(-1.5,-0.75]"
12.2	1	37	"(12,12.8]"
7.66	1	31	"(7.5,8.25]"
-11.1	0	6	"(-11.2,-10.5]"
-7.46	0	11	"(-7.5,-6.75]"
9.11	1	33	"(9,9.75]"
-4.73	0	14	"(-5.25,-4.5]"
-4.57	0	14	"(-5.25,-4.5]"
14.8	1	40	"(14.2,15]"
1.9	0	23	"(1.5,2.25]"
-14.8	0	1	"[-15,-14.2]"
-6.96	0	11	"(-7.5,-6.75]"
-11.3	0	5	"(-12,-11.2]"
-8.76	0	9	"(-9,-8.25]"
9.19	1	33	"(9,9.75]"
1.82	1	23	"(1.5,2.25]"
-4.92	0	14	"(-5.25,-4.5]"
3.49	0	25	"(3,3.75]"
9.39	1	33	"(9,9.75]"
-8.6	0	9	"(-9,-8.25]"
9.1	1	33	"(9,9.75]"
-9.61	0	8	"(-9.75,-9]"
7.65	1	31	"(7.5,8.25]"
10.4	1	34	"(9.75,10.5]"
13.1	1	38	"(12.8,13.5]"
11.8	1	36	"(11.2,12]"
-10	0	7	"(-10.5,-9.75]"
1.33	0	22	"(0.75,1.5]"
-1.07	0	19	"(-1.5,-0.75]"
6.16	1	29	"(6,6.75]"
0.015	0	21	"(0,0.75]"
-4.63	0	14	"(-5.25,-4.5]"
14.4	1	40	"(14.2,15]"
-14.2	0	2	"(-14.2,-13.5]"
-14.5	0	1	"[-15,-14.2]"
0.0363	0	21	"(0,0.75]"
7.07	1	30	"(6.75,7.5]"
-8.22	0	10	"(-8.25,-7.5]"
-12	0	5	"(-12.8,-12]"
6.35	1	29	"(6,6.75]"
-4.09	0	15	"(-4.5,-3.75]"
-11.7	0	5	"(-12,-11.2]"
3.66	1	25	"(3,3.75]"
-12.1	0	4	"(-12.8,-12]"
-9.37	0	8	"(-9.75,-9]"
3.9	0	26	"(3.75,4.5]"
9.12	1	33	"(9,9.75]"
5.39	1	28	"(5.25,6]"
11.1	1	35	"(10.5,11.2]"
6.06	1	29	"(6,6.75]"
-14.6	0	1	"[-15,-14.2]"
4.49	0	26	"(3.75,4.5]"
-0.808	0	19	"(-1.5,-0.75]"
-13.4	0	3	"(-13.5,-12.8]"
0.686	1	21	"(0,0.75]"
-12.3	0	4	"(-12.8,-12]"
-3.36	1	16	"(-3.75,-3]"
-14.3	0	1	"[-15,-14.2]"
2.5	1	24	"(2.25,3]"
-4.64	0	14	"(-5.25,-4.5]"
-13.8	0	2	"(-14.2,-13.5]"
-14	0	2	"(-14.2,-13.5]"
14.7	1	40	"(14.2,15]"
13.4	1	38	"(12.8,13.5]"
-6.16	0	12	"(-6.75,-6]"
-12	0	5	"(-12.8,-12]"
12.1	1	37	"(12,12.8]"
-11.9	0	5	"(-12,-11.2]"
-3.23	0	16	"(-3.75,-3]"
-0.948	0	19	"(-1.5,-0.75]"
0.729	1	21	"(0,0.75]"
3.85	1	26	"(3.75,4.5]"
-4.11	0	15	"(-4.5,-3.75]"
-9	0	8	"(-9.75,-9]"
8.13	1	31	"(7.5,8.25]"
-0.488	1	20	"(-0.75,0]"
4.34	0	26	"(3.75,4.5]"
-6.41	0	12	"(-6.75,-6]"
